From Currency|To Currency|Conversion Date|Conversion Rate|Conversion Type|User Conversion Type
INR|NZD|2021-07-01|1.928171746113769845707696875976136946E-02|300000007815001|MRC Daily
INR|NZD|2021-07-02|1.928171746113769845707696875976136946E-02|300000007815001|MRC Daily
INR|NZD|2021-07-03|1.928171746113769845707696875976136946E-02|300000007815001|MRC Daily
INR|NZD|2021-07-04|1.928171746113769845707696875976136946E-02|300000007815001|MRC Daily
SGD|AUD|2021-06-30|9.9188631833790736418974494845490158538E-01|300000007815001|MRC Daily
GBP|BDT|2021-06-30|1.20026794781667059354330260687395854251E02|300000007815001|MRC Daily
INR|CAD|2021-06-30|1.668404588112617309697601668404588113E-02|300000007815001|MRC Daily
USD|CAD|2021-06-30|1.24012513006416862548874742018164333522E00|300000007815001|MRC Daily
INR|CHF|2021-06-30|1.241079739373254731616506360533664288E-02|300000007815001|MRC Daily
SGD|CHF|2021-06-30|6.8653428461766488620064337256067803691E-01|300000007815001|MRC Daily
CHF|USD|2021-06-30|1.08401722082765213458112821195251046302E00|300000007815001|MRC Daily
PLN|EUR|2021-06-30|2.2114878816847543445944959637293200233E-01|300000007815001|MRC Daily
EUR|SGD|2021-06-30|1.59800244069943978764516302111386932014E00|300000007815001|MRC Daily
HKD|GBP|2021-06-30|9.290630734203419049290184337977902043E-02|300000007815001|MRC Daily
GBP|PLN|2021-06-30|5.26916976784970645903102739552541787164E00|300000007815001|MRC Daily
GBP|SGD|2021-06-30|1.86210511989340714420091771616307802699E00|300000007815001|MRC Daily
INR|MYR|2021-06-30|5.585032113934655124266964535046076515E-02|300000007815001|MRC Daily
USD|LKR|2021-06-30|2.01436321547159868727977974146856747351E02|300000007815001|MRC Daily
GBP|LKR|2021-06-30|2.7915174716891276814967893361799367498E02|300000007815001|MRC Daily
JPY|SGD|2021-06-30|1.215754508025952497023734792175945192E-02|300000007815001|MRC Daily
MYR|SGD|2021-06-30|3.2367695571620851261718991215193795071E-01|300000007815001|MRC Daily
GBP|CHF|2021-06-30|1.27839900753691896164259913490841431897E00|300000007815001|MRC Daily
SGD|HKD|2021-06-30|5.7803030174725092112163242508607348068E00|300000007815001|MRC Daily
EUR|CHF|2021-06-30|1.09708346307533791284202435429183515885E00|300000007815001|MRC Daily
ZAR|INR|2021-08-11|5.04660000161894928051935892919061034448E00|300000007815001|MRC Daily
ZAR|INR|2021-08-12|5.04660000161894928051935892919061034448E00|300000007815001|MRC Daily
ZAR|INR|2021-08-13|5.04660000161894928051935892919061034448E00|300000007815001|MRC Daily
INR|SGD|2021-08-08|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|SGD|2021-08-09|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|SGD|2021-08-10|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|SGD|2021-08-11|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|SGD|2021-08-12|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|SGD|2021-08-13|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|SGD|2021-08-14|1.831689697111791685594126870155180751E-02|300000007815001|MRC Daily
INR|HKD|2021-08-08|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|HKD|2021-08-09|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|HKD|2021-08-10|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|HKD|2021-08-11|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|HKD|2021-08-12|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|HKD|2021-08-13|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|HKD|2021-08-14|1.0513257217351079711516221955886372716E-01|300000007815001|MRC Daily
INR|JPY|2021-08-08|1.48456057007125890736342042755344418052E00|300000007815001|MRC Daily
INR|JPY|2021-08-09|1.48456057007125890736342042755344418052E00|300000007815001|MRC Daily
INR|JPY|2021-08-10|1.48456057007125890736342042755344418052E00|300000007815001|MRC Daily
INR|JPY|2021-08-11|1.48456057007125890736342042755344418052E00|300000007815001|MRC Daily
INR|JPY|2021-08-12|1.48456057007125890736342042755344418052E00|300000007815001|MRC Daily
INR|JPY|2021-08-14|1.48456057007125890736342042755344418052E00|300000007815001|MRC Daily
INR|AED|2021-08-08|4.964060204122155593503038004844922759E-02|300000007815001|MRC Daily
INR|AED|2021-08-09|4.964060204122155593503038004844922759E-02|300000007815001|MRC Daily
INR|AED|2021-08-10|4.964060204122155593503038004844922759E-02|300000007815001|MRC Daily
INR|AED|2021-08-11|4.964060204122155593503038004844922759E-02|300000007815001|MRC Daily
INR|AED|2021-08-12|4.964060204122155593503038004844922759E-02|300000007815001|MRC Daily
JPY|USD|2021-08-12|0.0090735867888576354232828237002086925|300000007815001|MRC Daily
JPY|USD|2021-08-13|0.0090735867888576354232828237002086925|300000007815001|MRC Daily
JPY|USD|2021-08-14|0.0090735867888576354232828237002086925|300000007815001|MRC Daily
CNY|USD|2021-08-08|1.5373653016847885028790216175488858179E-01|300000007815001|MRC Daily
CNY|USD|2021-08-10|1.5373653016847885028790216175488858179E-01|300000007815001|MRC Daily
CNY|USD|2021-08-11|1.5373653016847885028790216175488858179E-01|300000007815001|MRC Daily
CNY|USD|2021-08-12|1.5373653016847885028790216175488858179E-01|300000007815001|MRC Daily
CNY|USD|2021-08-13|1.5373653016847885028790216175488858179E-01|300000007815001|MRC Daily
CNY|USD|2021-08-14|1.5373653016847885028790216175488858179E-01|300000007815001|MRC Daily
INR|CNY|2021-08-08|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|CNY|2021-08-09|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|CNY|2021-08-10|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|CNY|2021-08-11|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|CNY|2021-08-12|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|CNY|2021-08-13|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|HKD|2021-07-07|1.0463206135624077929959298128132422337E-01|300000007815001|MRC Daily
INR|JPY|2021-07-01|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|JPY|2021-07-02|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|JPY|2021-07-03|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|JPY|2021-07-04|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|JPY|2021-07-05|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|JPY|2021-07-06|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|JPY|2021-07-07|1.49409831166890781413417002838786792171E00|300000007815001|MRC Daily
INR|AED|2021-07-01|4.949882440292043063977230540774656602E-02|300000007815001|MRC Daily
INR|AED|2021-07-02|4.949882440292043063977230540774656602E-02|300000007815001|MRC Daily
INR|AED|2021-07-03|4.949882440292043063977230540774656602E-02|300000007815001|MRC Daily
INR|AED|2021-07-04|4.949882440292043063977230540774656602E-02|300000007815001|MRC Daily
INR|AED|2021-07-05|4.949882440292043063977230540774656602E-02|300000007815001|MRC Daily
INR|AED|2021-07-07|4.949882440292043063977230540774656602E-02|300000007815001|MRC Daily
USD|GBP|2021-07-01|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
USD|GBP|2021-07-02|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
USD|GBP|2021-07-03|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
USD|GBP|2021-07-04|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
USD|GBP|2021-07-05|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
USD|GBP|2021-07-06|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
USD|GBP|2021-07-07|7.2364136334032853317895650915406324626E-01|300000007815001|MRC Daily
EUR|GBP|2021-07-01|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|GBP|2021-07-02|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|GBP|2021-07-03|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|GBP|2021-07-04|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|GBP|2021-07-05|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|GBP|2021-07-06|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|GBP|2021-07-07|0.8572979229866866013352554032781167659|300000007815001|MRC Daily
EUR|USD|2021-07-01|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
EUR|USD|2021-07-02|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
EUR|USD|2021-07-03|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
EUR|USD|2021-07-04|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
EUR|USD|2021-07-05|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
EUR|USD|2021-07-06|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
EUR|USD|2021-07-07|1.18469999946167232024461609768084644521E00|300000007815001|MRC Daily
ZAR|USD|2021-07-01|6.977135171720818264012132423134234446E-02|300000007815001|MRC Daily
ZAR|USD|2021-07-02|6.977135171720818264012132423134234446E-02|300000007815001|MRC Daily
ZAR|USD|2021-07-03|6.977135171720818264012132423134234446E-02|300000007815001|MRC Daily
ZAR|USD|2021-07-04|6.977135171720818264012132423134234446E-02|300000007815001|MRC Daily
ZAR|USD|2021-07-05|6.977135171720818264012132423134234446E-02|300000007815001|MRC Daily
GBP|SGD|2021-01-05|1.80897250361794500723589001447178002894E00|300000007815001|MRC Daily
GBP|SGD|2021-01-06|1.80897250361794500723589001447178002894E00|300000007815001|MRC Daily
GBP|SGD|2021-01-07|1.80897250361794500723589001447178002894E00|300000007815001|MRC Daily
GBP|PLN|2021-01-01|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
GBP|PLN|2021-01-02|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
GBP|PLN|2021-01-03|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
GBP|PLN|2021-01-04|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
GBP|PLN|2021-01-05|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
GBP|PLN|2021-01-06|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
GBP|PLN|2021-01-07|5.11770726714431934493346980552712384852E00|300000007815001|MRC Daily
EUR|CHF|2021-01-01|1.08284875851389836381552588549957227474E00|300000007815001|MRC Daily
EUR|CHF|2021-01-02|1.08284875851389836381552588549957227474E00|300000007815001|MRC Daily
EUR|CHF|2021-01-03|1.08284875851389836381552588549957227474E00|300000007815001|MRC Daily
EUR|CHF|2021-01-04|1.08284875851389836381552588549957227474E00|300000007815001|MRC Daily
EUR|CHF|2021-01-05|1.08284875851389836381552588549957227474E00|300000007815001|MRC Daily
EUR|CHF|2021-01-06|1.08284875851389836381552588549957227474E00|300000007815001|MRC Daily
INR|PLN|2021-01-15|5.118702715983661100930580153765829588E-02|300000007815001|MRC Daily
INR|PLN|2021-01-16|5.118702715983661100930580153765829588E-02|300000007815001|MRC Daily
INR|PLN|2021-01-17|5.118702715983661100930580153765829588E-02|300000007815001|MRC Daily
INR|PLN|2021-01-19|5.118702715983661100930580153765829588E-02|300000007815001|MRC Daily
INR|PLN|2021-01-20|5.118702715983661100930580153765829588E-02|300000007815001|MRC Daily
INR|PLN|2021-01-21|5.118702715983661100930580153765829588E-02|300000007815001|MRC Daily
USD|PLN|2021-01-15|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
USD|PLN|2021-01-16|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
USD|PLN|2021-01-17|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
USD|PLN|2021-01-18|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
USD|PLN|2021-01-19|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
USD|PLN|2021-01-20|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
USD|PLN|2021-01-21|3.73818859036582896688919268482995931471E00|300000007815001|MRC Daily
INR|BDT|2021-01-15|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
INR|BDT|2021-01-16|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
INR|BDT|2021-01-17|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
INR|BDT|2021-01-18|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
INR|BDT|2021-01-19|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
INR|BDT|2021-01-20|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
INR|BDT|2021-01-21|1.18008024545669105499173943828180316262E00|300000007815001|MRC Daily
USD|AUD|2021-01-15|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
USD|AUD|2021-01-16|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
USD|AUD|2021-01-17|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
USD|AUD|2021-01-18|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
USD|AUD|2021-01-19|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
USD|AUD|2021-01-20|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
USD|AUD|2021-01-21|1.28749839062701171623535470580661774173E00|300000007815001|MRC Daily
HKD|EUR|2021-06-30|0.1082609802314271135339370445764572029|300000007815001|MRC Daily
AUD|CNY|2021-06-30|4.84956522580846277453364495475578724321E00|300000007815001|MRC Daily
INR|SAR|2021-06-30|5.045408678102926337033299697275479314E-02|300000007815001|MRC Daily
AED|SAR|2021-06-30|1.02093844598656901772942409563646610034E00|300000007815001|MRC Daily
USD|SAR|2021-06-30|3.75025226540644789647581631637929164853E00|300000007815001|MRC Daily
INR|KES|2021-06-30|1.45158949049208883727681811583684134127E00|300000007815001|MRC Daily
USD|KES|2021-06-30|1.06976001324790800406209272230495627302E02|300000007815001|MRC Daily
KES|ZAR|2021-06-30|1.3390465988216389930369576861274772362E-01|300000007815001|MRC Daily
INR|NZD|2021-06-30|1.926596666987766111164627685194104614E-02|300000007815001|MRC Daily
INR|IDR|2021-06-30|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|THB|2021-06-30|4.3103448275862068965517241379310344828E-01|300000007815001|MRC Daily
GBP|CZK|2021-06-30|2.97450191519254813502596769916982246447E01|300000007815001|MRC Daily
MXN|INR|2021-06-30|3.73700000000373700000000373700000000374E00|300000007815001|MRC Daily
INR|DKK|2021-06-30|8.412197686645636172450052576235541535E-02|300000007815001|MRC Daily
USD|DKK|2021-06-30|6.25278655432793624478748954471560250826E00|300000007815001|MRC Daily
INR|SEK|2021-06-30|1.1458691417440128337343875329437378251E-01|300000007815001|MRC Daily
INR|CZK|2021-06-30|0.2887669650591972278371354317066127635|300000007815001|MRC Daily
KES|EUR|2021-06-30|7.79292401050362404982601724366635887E-03|300000007815001|MRC Daily
USD|KRW|2021-06-30|1.13636363636363636363636363636363636364E03|300000007815001|MRC Daily
USD|MXN|2021-06-30|1.98902060625348078606094359137560665129E01|300000007815001|MRC Daily
GBP|ZAR|2021-06-30|1.98090384918539092919564250279594673793E01|300000007815001|MRC Daily
INR|PHP|2021-06-30|6.5659881812212738017071569271175311884E-01|300000007815001|MRC Daily
EUR|USD|2021-08-01|1.18700000021247300003803266700680784739E00|300000007815001|MRC Daily
EUR|USD|2021-08-02|1.18700000021247300003803266700680784739E00|300000007815001|MRC Daily
EUR|USD|2021-08-03|1.18700000021247300003803266700680784739E00|300000007815001|MRC Daily
EUR|USD|2021-08-05|1.18700000021247300003803266700680784739E00|300000007815001|MRC Daily
EUR|USD|2021-08-06|1.18700000021247300003803266700680784739E00|300000007815001|MRC Daily
EUR|USD|2021-08-07|1.18700000021247300003803266700680784739E00|300000007815001|MRC Daily
ZAR|USD|2021-08-01|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
ZAR|USD|2021-08-02|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
ZAR|USD|2021-08-03|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
ZAR|USD|2021-08-04|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
ZAR|USD|2021-08-05|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
ZAR|USD|2021-08-06|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
ZAR|USD|2021-08-07|6.813500068719258318085259581628406825E-02|300000007815001|MRC Daily
INR|USD|2021-07-22|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|USD|2021-07-23|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|USD|2021-07-24|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|USD|2021-07-25|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|USD|2021-07-26|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|USD|2021-07-27|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|USD|2021-07-28|1.342642320085929108485499462943071966E-02|300000007815001|MRC Daily
INR|GBP|2021-07-22|9.78885441036835459146216118327672113E-03|300000007815001|MRC Daily
INR|CNY|2021-08-14|8.761631065239104911770375173042213538E-02|300000007815001|MRC Daily
INR|PLN|2021-08-08|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
INR|PLN|2021-08-09|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
INR|PLN|2021-08-10|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
INR|PLN|2021-08-11|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
INR|PLN|2021-08-12|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
INR|PLN|2021-08-13|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
INR|PLN|2021-08-14|5.258591223411248126626876659742854889E-02|300000007815001|MRC Daily
USD|PLN|2021-08-08|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
USD|PLN|2021-08-09|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
USD|PLN|2021-08-10|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
USD|PLN|2021-08-11|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
USD|PLN|2021-08-12|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
USD|PLN|2021-08-13|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
USD|PLN|2021-08-14|3.90397812872771351621565725095852032608E00|300000007815001|MRC Daily
INR|BDT|2021-08-08|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
INR|BDT|2021-08-09|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
INR|BDT|2021-08-10|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
INR|BDT|2021-08-11|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
INR|BDT|2021-08-12|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
INR|BDT|2021-08-13|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
INR|BDT|2021-08-14|1.16550116550116550116550116550116550117E00|300000007815001|MRC Daily
USD|AUD|2021-08-08|1.35998912008703930368557051543587651299E00|300000007815001|MRC Daily
USD|AUD|2021-08-09|1.35998912008703930368557051543587651299E00|300000007815001|MRC Daily
USD|AUD|2021-08-10|1.35998912008703930368557051543587651299E00|300000007815001|MRC Daily
USD|AUD|2021-08-12|1.35998912008703930368557051543587651299E00|300000007815001|MRC Daily
USD|AUD|2021-08-13|1.35998912008703930368557051543587651299E00|300000007815001|MRC Daily
USD|AUD|2021-08-14|1.35998912008703930368557051543587651299E00|300000007815001|MRC Daily
INR|LKR|2021-08-08|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
INR|LKR|2021-08-09|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
INR|LKR|2021-08-10|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
INR|LKR|2021-08-11|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
INR|LKR|2021-08-12|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
INR|LKR|2021-08-13|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
INR|LKR|2021-08-14|2.7166530834012496604183645748437924477E00|300000007815001|MRC Daily
USD|KES|2021-08-08|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
USD|KES|2021-08-09|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
USD|KES|2021-08-10|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
USD|KES|2021-08-11|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
USD|KES|2021-08-12|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
USD|KES|2021-08-13|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
USD|KES|2021-08-14|1.0790199779469896907194247010763979594E02|300000007815001|MRC Daily
INR|KES|2021-08-08|1.48235991698784464868069967388081826267E00|300000007815001|MRC Daily
INR|MYR|2021-02-21|5.579734404642339024662426068519138489E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-15|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-16|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-17|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-18|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-19|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-20|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
HKD|GBP|2021-02-21|9.265246032298755145447435102589445958E-02|300000007815001|MRC Daily
INR|IDR|2021-02-15|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|IDR|2021-02-16|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|IDR|2021-02-17|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|IDR|2021-02-18|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|IDR|2021-02-19|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|IDR|2021-02-20|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|IDR|2021-02-21|1.96078431372549019607843137254901960784E02|300000007815001|MRC Daily
INR|THB|2021-02-15|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|THB|2021-02-16|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|THB|2021-02-17|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|THB|2021-02-18|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|THB|2021-02-19|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|THB|2021-02-20|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|THB|2021-02-21|4.1346233358141073348217977342264119739E-01|300000007815001|MRC Daily
INR|NZD|2021-02-15|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
INR|NZD|2021-02-16|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
INR|NZD|2021-02-17|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
INR|NZD|2021-02-18|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
INR|NZD|2021-02-19|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
INR|NZD|2021-02-20|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
INR|NZD|2021-02-21|1.912159229323344213519348183161908258E-02|300000007815001|MRC Daily
GBP|CHF|2021-02-15|1.23823675086676572560673600792471520555E00|300000007815001|MRC Daily
GBP|CHF|2021-02-17|1.23823675086676572560673600792471520555E00|300000007815001|MRC Daily
GBP|CHF|2021-02-18|1.23823675086676572560673600792471520555E00|300000007815001|MRC Daily
GBP|CHF|2021-02-19|1.23823675086676572560673600792471520555E00|300000007815001|MRC Daily
GBP|CHF|2021-02-20|1.23823675086676572560673600792471520555E00|300000007815001|MRC Daily
GBP|CHF|2021-02-21|1.23823675086676572560673600792471520555E00|300000007815001|MRC Daily
GBP|SGD|2021-02-15|1.84569952011812476928755998523440383906E00|300000007815001|MRC Daily
GBP|SGD|2021-02-17|1.84569952011812476928755998523440383906E00|300000007815001|MRC Daily
GBP|SGD|2021-02-18|1.84569952011812476928755998523440383906E00|300000007815001|MRC Daily
GBP|SGD|2021-02-19|1.84569952011812476928755998523440383906E00|300000007815001|MRC Daily
GBP|SGD|2021-02-20|1.84569952011812476928755998523440383906E00|300000007815001|MRC Daily
GBP|SGD|2021-02-21|1.84569952011812476928755998523440383906E00|300000007815001|MRC Daily
GBP|PLN|2021-02-15|5.17598343685300207039337474120082815735E00|300000007815001|MRC Daily
GBP|PLN|2021-02-16|5.17598343685300207039337474120082815735E00|300000007815001|MRC Daily
INR|LKR|2021-01-15|2.65604249667994687915006640106241699867E00|300000007815001|MRC Daily
INR|LKR|2021-01-17|2.65604249667994687915006640106241699867E00|300000007815001|MRC Daily
INR|LKR|2021-01-18|2.65604249667994687915006640106241699867E00|300000007815001|MRC Daily
INR|LKR|2021-01-19|2.65604249667994687915006640106241699867E00|300000007815001|MRC Daily
INR|LKR|2021-01-20|2.65604249667994687915006640106241699867E00|300000007815001|MRC Daily
INR|LKR|2021-01-21|2.65604249667994687915006640106241699867E00|300000007815001|MRC Daily
USD|KES|2021-01-15|1.09217999126256006989951944080384447357E02|300000007815001|MRC Daily
USD|MXN|2021-01-03|1.99120603765529913689183091793403612287E01|300000007815001|MRC Daily
USD|MXN|2021-01-04|1.99120603765529913689183091793403612287E01|300000007815001|MRC Daily
USD|MXN|2021-01-05|1.99120603765529913689183091793403612287E01|300000007815001|MRC Daily
USD|MXN|2021-01-06|1.99120603765529913689183091793403612287E01|300000007815001|MRC Daily
USD|MXN|2021-01-07|1.99120603765529913689183091793403612287E01|300000007815001|MRC Daily
USD|GBP|2021-01-08|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
USD|GBP|2021-01-09|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
USD|GBP|2021-01-10|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
USD|GBP|2021-01-11|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
USD|GBP|2021-01-12|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
USD|GBP|2021-01-13|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
USD|GBP|2021-01-14|7.3757191326154300044254314795692580027E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-08|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-09|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-10|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-11|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-12|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-13|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|GBP|2021-01-14|9.0404189428497874689718809232033876894E-01|300000007815001|MRC Daily
EUR|USD|2021-01-08|1.22569999956794075015230088557131393784E00|300000007815001|MRC Daily
EUR|USD|2021-01-09|1.22569999956794075015230088557131393784E00|300000007815001|MRC Daily
EUR|USD|2021-01-10|1.22569999956794075015230088557131393784E00|300000007815001|MRC Daily
